GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000221866.9	43.6868970244694	-2.01366407381932	0.513800252905212	-3.91915742048264	8.88590651921632e-05	0.00357739259476615
ENSG00000162631.20	22.7321502169744	-2.50165121734535	0.638840965971959	-3.91592172480554	9.00594665735151e-05	0.00361742292165883
ENSG00000249406.3	68.4863708987212	-1.58005681902168	0.405687871473693	-3.89475981444058	9.82960815511231e-05	0.00389478808006064
ENSG00000177409.12	34.7451899266836	-2.10118272053177	0.541156631446593	-3.88276258375507	0.000103276394026321	0.00404645210791076
ENSG00000169840.5	47.2826561397087	-1.21022495517939	0.312428270665046	-3.87360898104152	0.000107235419896391	0.00418289627875855
ENSG00000186409.18	35.304652298373	-1.36260622657795	0.352162705574539	-3.86925192534204	0.000109169795607986	0.00424890780999332
ENSG00000244879.8	431.486192204462	-1.12776538809504	0.291870279450802	-3.86392677670743	0.000111578681676881	0.00432348918206246
ENSG00000253522.6	9.34761763609771	-3.65577624465429	0.947756051348314	-3.85729665292397	0.000114647987627528	0.00442289258643075
ENSG00000167178.16	35.44169823088	-1.83920448522369	0.479276059878213	-3.8374637065975	0.00012431159981227	0.00475390307517381
ENSG00000027644.5	76.9673423002649	-1.46047631078428	0.382740923877388	-3.81583525479536	0.00013572303987581	0.00505806054976666
ENSG00000159784.18	27.0116370237333	-1.53918116115782	0.404871763857548	-3.80165103758475	0.00014373507541391	0.00530038188811001
ENSG00000223764.2	40.4223811466068	-1.99071613199239	0.524392450348645	-3.79623339479593	0.000146911194959476	0.00538357454096801
ENSG00000052850.8	19.1662349437811	-1.86544720424514	0.495282452620355	-3.7664310422785	0.000165597794391603	0.00590800423771504
ENSG00000103150.7	111.150345838783	-1.10325119928782	0.293060723730726	-3.76458225190736	0.000166827748945209	0.00593981232704919
ENSG00000286913.1	49.8455409321697	-1.18799625751965	0.316514234107534	-3.75337387548906	0.000174470334771885	0.00616192713531368
ENSG00000254416.6	11.4543827937827	-2.6546909119163	0.708538496143716	-3.74671373025558	0.00017916635363187	0.00625230020934436
ENSG00000143473.13	215.735812283987	-1.05096906575293	0.281053051817412	-3.73939745168004	0.000184461878887574	0.0064243241272095
ENSG00000245849.8	124.974083445793	-1.13981588013054	0.305560376814737	-3.73024765845741	0.000191291646282379	0.0066097288724303
ENSG00000106823.12	13.5574447632486	-2.31907629434459	0.622877727326317	-3.72316458368025	0.000196741178185624	0.00678467171059383
ENSG00000117228.11	11.4790232279987	-2.84861837191387	0.765680097792083	-3.72037666922276	0.000198925867439283	0.00684656029639554
ENSG00000154822.18	74.7717346754628	-1.39796532735714	0.378157535069974	-3.69678030373891	0.000218351146780683	0.00739906887923035
ENSG00000142233.14	50.9793479193329	-1.09984874358415	0.298527004807568	-3.68425209737094	0.000229375140612606	0.00768362947170435
ENSG00000225614.4	141.216288111286	-1.46525725636516	0.398767010854386	-3.67446959372528	0.000238344024581804	0.00791709861617306
ENSG00000250133.2	17.2710473785995	-1.90813234921568	0.521844813585682	-3.65651300834933	0.000255669442632879	0.00841982312670718
ENSG00000165092.13	9.54394013542797	-4.74185082366879	1.30150270969321	-3.64336607857431	0.000269095690444594	0.00866685624655771
ENSG00000148225.16	24.2376524113598	-1.7845881400731	0.490113008373622	-3.64117685020241	0.000271394622763154	0.00872488976806163
ENSG00000011677.13	6.80160297971174	-5.14315740913647	1.41637803618608	-3.6312038719448	0.000282102221647629	0.00898682449470205
ENSG00000115271.11	11.985817846546	-2.93021330212584	0.811424408377635	-3.6111968926157	0.000304787155894522	0.00958768628569273
ENSG00000206072.13	7.85308447108109	-4.44657626308913	1.23151424505026	-3.61065759568835	0.000305421652917862	0.00959045845020971
ENSG00000279108.1	20.5280454232421	-1.97637879948971	0.550865820937666	-3.5877680632383	0.000333520768051406	0.0103615752948785
ENSG00000167264.18	480.057534703757	-1.04541325827318	0.292137558579934	-3.57849659371045	0.000345576371629618	0.0106606362938747
ENSG00000221955.11	66.0700896408865	-1.12193083626885	0.313676297313998	-3.57671537784626	0.000347938656680082	0.0106991151767749
ENSG00000210151.2	213.471734969247	-1.07829705593478	0.301483492919861	-3.5766371335674	0.000348042771374606	0.0106991151767749
ENSG00000106789.13	68.7553640783606	-1.01811730224618	0.285612227307048	-3.56468387871802	0.000364294987280666	0.0111208172378044
ENSG00000187486.7	41.1446361234783	-1.13675992391731	0.320872399033472	-3.54271644224136	0.000396028284370972	0.0118021807734527
ENSG00000175018.13	43.3325540831969	-1.26249081702422	0.358364664581717	-3.52292215667468	0.000426816700924084	0.012549268930185
ENSG00000139508.15	299.967100347428	-1.01755218925934	0.289508075853161	-3.51476271002348	0.000440147083306341	0.0128979995881072
ENSG00000261115.6	54.7180441258474	-1.30055505871624	0.370351911665976	-3.51167367508885	0.000445294402967505	0.0129838083974894
ENSG00000183067.5	8.78246544364836	-2.88366717220551	0.822707740358945	-3.50509303698465	0.000456447744721102	0.0132211671008078
ENSG00000147655.12	373.749856790379	-1.13309744928277	0.323550958429467	-3.50206797341255	0.000461661822089847	0.013350164683926
ENSG00000251350.2	32.3146517648138	-1.37045156692491	0.392078195199568	-3.49535267123781	0.000473435742099905	0.013564812053017
ENSG00000259495.3	8.42502366120462	-3.12579087336971	0.894311698974508	-3.49519175132563	0.000473721289152818	0.013564812053017
ENSG00000288612.1	33.8631570338344	-1.44565405487585	0.415097962552563	-3.48268164455949	0.000496418317337216	0.0139195378981153
ENSG00000177294.7	36.557153514908	-1.27870475255388	0.36827963507948	-3.4721028011172	0.000516398549999532	0.0143196583698922
ENSG00000162692.12	10.3414506249099	-2.92272452751981	0.841965425531546	-3.47131181268477	0.000517922211723575	0.0143392564390914
ENSG00000150672.18	44.9634222650585	-1.46086494178277	0.421804770028866	-3.46336752351757	0.000533459208227536	0.0145864087720796
ENSG00000169783.13	21.6636577039046	-1.85280396769582	0.535493591712477	-3.45999279238928	0.000540189846881407	0.0147007013679215
ENSG00000137101.13	34.9163994656521	-1.24700832248938	0.360650290357097	-3.45766620970874	0.000544876019472645	0.0148052767334417
ENSG00000146950.13	168.566114414872	-1.45718719681423	0.421728893900862	-3.45527000375928	0.000549741995369716	0.0149144068697444
ENSG00000025434.19	125.216526474668	-1.14694354954345	0.332168468340539	-3.45289712558628	0.000554600464974541	0.0149998489394424
ENSG00000133687.16	96.9363853560644	-1.17714051400534	0.341504656800966	-3.4469237551024	0.000567008576937774	0.0152181980901969
ENSG00000198074.10	10.3956584071512	-2.66749071509983	0.776162234846552	-3.4367695249012	0.000588696309131447	0.0156566459305823
ENSG00000255337.1	19.8676754938457	-2.02003530316192	0.588079624459238	-3.43496904015238	0.000592621529349082	0.0156765750861285
ENSG00000233117.4	60.6726199017213	-1.16572173434544	0.339691323617907	-3.43170888773324	0.00059979101869942	0.0157606762742978
ENSG00000102886.15	37.5995315196742	-1.18938864945514	0.346824697461587	-3.42936549259693	0.000604994222100246	0.0158263242630784
ENSG00000162946.23	26.4195561939042	-1.50951815991236	0.441890465829665	-3.4160460037946	0.00063537512133069	0.0164723015182376
ENSG00000262468.6	54.281577829583	-1.34309514960243	0.394304524824591	-3.40623823731141	0.000658646770394747	0.0169106668014164
ENSG00000180616.9	9.27224791466497	-2.69463885463203	0.790967444477844	-3.40676329151688	0.000657381119481267	0.0169106668014164
ENSG00000248370.2	20.1542125024319	-1.85505051683128	0.545741202975303	-3.3991395678351	0.000675982117834503	0.017246386794112
ENSG00000149294.17	6.67052004233183	-3.55431018849625	1.04612598700923	-3.3975928641804	0.000679815105240624	0.0172974199353079
ENSG00000157111.13	8.82805111649179	-3.22345613700807	0.950063032503084	-3.39288660512913	0.000691602615872009	0.0174671952753977
ENSG00000159761.15	59.3992054239157	-1.2319905688715	0.363296609492556	-3.39114248985786	0.00069601904434615	0.0174781434698254
ENSG00000176928.7	14.479319217459	-2.09880037973092	0.619222659196101	-3.3894114638112	0.000700428232453902	0.0175542351042593
ENSG00000236723.2	13.8712406192333	-2.01985695309443	0.596326785702615	-3.38716455728977	0.00070619016367876	0.0176326542575438
ENSG00000185250.16	48.8001830302291	-1.19586368894279	0.353161883696342	-3.38616295854573	0.00070877281399694	0.01764693504126
ENSG00000186594.14	44.0412818633007	-1.42323445840926	0.420445803353602	-3.38506044550121	0.000711625820403629	0.017692872557429
ENSG00000272540.1	104.240043256073	-1.02269133694819	0.302809410542934	-3.37734331015182	0.000731896388180632	0.0180435074462565
ENSG00000154511.12	227.822658902884	-1.16062468868756	0.34421010014658	-3.37184960055882	0.000746652097767541	0.0183700327829276
ENSG00000140481.15	7.576892743793	-4.39401970513062	1.30577727147937	-3.36506064326917	0.00076526837290981	0.0186825531984505
ENSG00000235092.6	46.3319753695368	-1.09414121830166	0.325736008155511	-3.35898147858218	0.000782303104319615	0.0189549794636865
ENSG00000164512.18	7.1347572627672	-3.21235840836421	0.958577219410897	-3.35117332575293	0.00080469919041949	0.019312540483982
ENSG00000274630.1	42.9900143379313	-1.26100574280648	0.377113907510024	-3.34383250708664	0.00082629608046561	0.0196264886338469
ENSG00000287046.1	15.5915011818993	-1.88170630978564	0.563804382906205	-3.33751628549982	0.000845307679783742	0.0198630330699385
ENSG00000271380.1	59.5617198555863	-1.06512270857419	0.320233570372594	-3.32608073330636	0.000880764138396944	0.0205859559537704
ENSG00000168491.10	62.9377593974986	-1.09069654592262	0.328207408687951	-3.32319294766322	0.000889933359600797	0.0207175069775501
ENSG00000134376.17	12.1869056346284	-2.31778389421158	0.698564439681715	-3.31792424943306	0.000906890756544849	0.0210008620707543
ENSG00000135312.7	16.82495497844	-2.06855617715091	0.625722397305182	-3.30586884225277	0.000946823962748933	0.0218105000237953
ENSG00000185269.12	20.3224436764714	-1.52514417590163	0.462113939282545	-3.30036392814614	0.00096559525472593	0.0221846773641417
ENSG00000154734.16	582.429946520452	-1.12995789265025	0.342503014373381	-3.29911809598971	0.000969890990704582	0.0222542438690687
ENSG00000103021.9	20.2943393856729	-1.56542540185346	0.478856258709669	-3.26909249567223	0.0010789302531851	0.0240947363030001
ENSG00000099953.10	8.27347511708576	-2.78940456235125	0.854802442510827	-3.26321547954154	0.00110155730280643	0.0244754877672927
ENSG00000276600.5	64.5763074749661	-1.00764616728365	0.308981035137005	-3.26119098810335	0.00110945285139554	0.024588669066346
ENSG00000138623.10	162.75734056306	-1.06480439328512	0.326997100882531	-3.25631141808695	0.00112869880569622	0.0247718034743732
ENSG00000280099.1	20.5254412715465	-1.47706730408169	0.454959382012806	-3.24659159142281	0.00116795859989899	0.0251090296871214
ENSG00000078114.19	16.6238419899431	-2.01625528470155	0.621588547901298	-3.24371369374345	0.00117982272837401	0.0252660575165817
ENSG00000182585.10	40.0809833431516	-1.63532663293599	0.504977316492934	-3.23841602290838	0.00120195399950531	0.0256665432522101
ENSG00000126500.4	137.612136679432	-1.14908415701476	0.356189783889447	-3.22604467895523	0.00125513762074019	0.026608008039677
ENSG00000198796.7	1771.37623711284	-1.15572048975414	0.359278820383224	-3.21677879180686	0.00129638511212533	0.0272520333810011
ENSG00000155085.16	33.3178483390007	-1.1385485521976	0.354486608126286	-3.21182387739736	0.00131895207081466	0.0275286155755168
ENSG00000015520.15	47.0245724271286	-1.06975919585817	0.333579229676656	-3.20691188385772	0.00134168085290533	0.0278255158955158
ENSG00000106034.18	33.5693600317561	-1.25538638792029	0.391489068696087	-3.20669589090071	0.00134268854118965	0.0278255158955158
ENSG00000168916.16	8.31881366457404	-3.13154242700317	0.981073100144684	-3.19195626354585	0.00141312728568779	0.0287756650181877
ENSG00000231105.2	40.8059954282911	-1.36416037934512	0.42744645749878	-3.19141814235064	0.00141576222186933	0.0287959145776042
ENSG00000244513.7	42.5740613106549	-1.01203695745985	0.317439987748469	-3.18812057875253	0.00143200807507074	0.0290005662164906
ENSG00000160282.15	20.2134376213522	-1.51449545641495	0.477143837195675	-3.17408575434218	0.00150309275144628	0.0299815762115187
ENSG00000038427.16	5.51772536280505	-4.83412633403704	1.5247820393695	-3.17037203299952	0.00152243874775085	0.0302642891724469
ENSG00000144481.17	29.5246495138559	-1.31649720143724	0.417133719112168	-3.15605557910612	0.00159918384780872	0.0313394939544008
ENSG00000176055.10	323.137600482402	-1.1726198998289	0.371491652024768	-3.15651749760104	0.00159665307471039	0.0313394939544008
ENSG00000095370.20	35.3456566939693	-1.09078789896224	0.34553985506041	-3.15676435869181	0.00159530207683223	0.0313394939544008
ENSG00000110002.16	24.1364597654776	-1.47494913080155	0.467257515547196	-3.15660868306049	0.00159615392098943	0.0313394939544008
ENSG00000146411.6	6.78691969094173	-3.1551825628029	1.00006717694552	-3.15497062151334	0.00160514267572735	0.0314033886125136
ENSG00000266840.1	7.15875840388649	-3.19649233563649	1.01522216313663	-3.14856437507294	0.001640745805246	0.0318937000215758
ENSG00000160097.20	30.1598116840278	-1.3690770457682	0.435086124766483	-3.14668054859943	0.00165135272641895	0.0320289440959468
ENSG00000280213.1	41.1914434557939	-1.17384117864434	0.373726005291987	-3.14091382997884	0.00168421578126906	0.0324868567127647
ENSG00000173210.20	40.9778121548448	-1.29508692580923	0.413883385909058	-3.12911068649129	0.00175336246747878	0.033320949991542
ENSG00000206530.11	53.048050540092	-1.06482455140654	0.343133810004938	-3.10323413303754	0.00191418138100102	0.0352566902211028
ENSG00000260941.1	23.257682095081	-1.44770240809494	0.46710074229756	-3.09933656061865	0.0019395455594815	0.0355745488041575
ENSG00000242779.7	140.396760922047	-1.17210321889848	0.379072502827823	-3.09202912412473	0.00198793344197204	0.0361597882973421
ENSG00000135424.18	39.2697547383515	-1.00738256616838	0.327156208050504	-3.07920969059792	0.00207550541223407	0.0372889933479474
ENSG00000165379.14	9.34300050393575	-2.55333460942897	0.831060130250063	-3.07238251059004	0.00212357411217163	0.0378811955192568
ENSG00000137261.15	30.831176573496	-1.22168362455086	0.398614653869005	-3.06482366539474	0.00217798367542283	0.03865535637482
ENSG00000157890.18	9.93168563445982	-2.24594601092312	0.733420822946865	-3.062288307958	0.00219651779172598	0.038866197714925
ENSG00000111907.21	7.46751055289276	-3.28403923233233	1.07381489114557	-3.05829175904689	0.00222602731887891	0.0391517610503823
ENSG00000241322.11	7.84561757501899	-2.42871655868598	0.798812178182702	-3.04041003006654	0.00236256266268215	0.0407768558682986
ENSG00000182798.10	19.0779358185897	-1.97458207584767	0.649650011131854	-3.039455155873	0.00237006484139069	0.0408661573290086
ENSG00000187398.12	52.4382850042926	-1.23911023344213	0.40873980338409	-3.03153796910193	0.00243311317461452	0.0414645005378725
ENSG00000275857.1	38.908354423712	-1.04467403283047	0.345842169750633	-3.02066700999396	0.00252218569608491	0.0425421325064651
ENSG00000171435.14	32.8532147176646	-1.16790341904686	0.387951182494551	-3.01043912674055	0.00260870232977496	0.0434445464843832
ENSG00000204682.8	88.8930893199629	-1.21217742763109	0.403268736784483	-3.00587999282203	0.002648134879253	0.0438616779910291
ENSG00000177570.15	19.5845246958349	-1.45242918683528	0.485989218421874	-2.9886037216045	0.00280255358565146	0.0457118208161312
ENSG00000261799.1	78.6930471175691	-1.15385543910168	0.386893291502922	-2.98236093631767	0.00286034561412903	0.0463597844550387
ENSG00000006468.14	57.2272247911015	-1.19846294357683	0.402756479624697	-2.9756515517605	0.00292366850073915	0.0469525646783846
ENSG00000178695.6	26.0417467825813	-1.31777113250464	0.44584909617216	-2.95564383514146	0.00312017172654454	0.0491637112352211
ENSG00000185261.15	11.8149929267179	-1.83490657267485	0.621211661570068	-2.95375422933506	0.00313933911141867	0.0493770783357812
ENSG00000172346.15	19.2536127225242	-1.6799523572543	0.569790429054262	-2.94836885913069	0.00319455645937184	0.0499323682380711
